,artist,explicit,name,album,popularity,acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,speechiness,time_signature,valence,tempo,id,query,count
93,Metallica,False,Enter Sandman,Metallica,0,0.00213,0.577,5,0.828,0.0114,F#,0.0581,-8.691,minor,0.0298,4,0.604,123.257,2,best metal songs,1
94,Kev Dollaz,True,No Competition,No Competition,43,0.149,0.836,2,0.67,0.0,A,0.104,-6.723,minor,0.28,4,0.486,139.981,2,best metal songs,1
95,System Of A Down,False,Toxicity,Toxicity,0,0.000254,0.407,3,0.876,0.00265,G#,0.215,-4.145,major,0.0529,3,0.521,116.335,2,best metal songs,1
96,Europe,False,The Final Countdown,The Final Countdown (Expanded Edition),75,0.0628,0.529,5,0.843,0.000827,F#,0.0608,-6.908,minor,0.0616,4,0.188,117.662,2,best metal songs,1
97,System Of A Down,False,Chop Suey!,Toxicity,0,0.000353,0.42,3,0.929,0.000747,G,0.122,-3.899,minor,0.121,4,0.3,127.204,2,best metal songs,1
98,Linkin Park,False,In the End,Hybrid Theory (Bonus Edition),83,0.00958,0.556,3,0.864,0.0,D#,0.209,-5.87,minor,0.0584,4,0.4,105.143,2,best metal songs,1
99,Linkin Park,False,Numb,Meteora,81,0.0046,0.496,3,0.863,0.0,A,0.639,-4.153,major,0.0381,4,0.243,110.018,2,best metal songs,1
0,Deep Purple,False,Smoke On The Water - Remastered 2012,Machine Head (Remastered),72,0.13,0.598,5,0.676,0.225,C,0.112,-9.211,major,0.0279,4,0.805,114.169,3,best rock,1
1,Ted Nugent,False,Stranglehold,Great Gonzos! The Best Of Ted Nugent,51,0.0152,0.491,8,0.738,0.168,D,0.2,-7.04,major,0.0335,4,0.51,148.003,3,best rock,1
2,Lynyrd Skynyrd,False,Free Bird,(Pronounced 'Leh-'Nérd 'Skin-'Nérd) [Expanded Edition],0,0.0119,0.279,9,0.852,0.076,G,0.0624,-7.838,major,0.0511,4,0.438,117.418,3,best rock,1
3,Goldfinger,False,99 Red Balloons,Stomping Ground,63,0.00103,0.285,3,0.843,0.00037,E,0.327,-7.318,major,0.129,4,0.282,97.051,3,best rock,1
4,ZZ Top,False,La Grange - 2005 Remaster,Tres Hombres (Expanded 2006 Remaster),75,0.00249,0.545,3,0.64,0.0304,E,0.196,-9.937,minor,0.224,4,0.606,80.544,3,best rock,1
5,Johnny Cash,False,The Man Comes Around,American IV: The Man Comes Around,0,0.553,0.624,4,0.594,0.0808,C,0.952,-7.927,major,0.138,4,0.753,96.874,3,best rock,1
6,Stereophonics,False,Handbags And Gladrags,Decade In The Sun - Best Of Stereophonics (Deluxe),0,0.0287,0.344,4,0.687,0.00068,D#,0.178,-5.28,major,0.0311,4,0.193,134.503,3,best rock,1
7,Wolfmother,False,Gypsy Caravan,Gypsy Caravan,0,0.000141,0.273,3,0.948,0.000706,A#,0.318,-3.109,major,0.096,4,0.483,171.806,3,best rock,1
8,Psychostick,False,Obey The Beard,IV Revenge of the Vengeance,0,0.0019,0.603,3,0.872,0.0231,B,0.0554,-7.553,minor,0.0584,4,0.358,116.65,3,best rock,1
9,Volbeat,False,Lola Montez,Outlaw Gentlemen & Shady Ladies,57,0.000139,0.513,4,0.875,3.28e-05,D,0.0715,-4.819,major,0.0336,4,0.677,151.986,3,best rock,1
10,Halestorm,False,Love Bites (So Do I),"Hello, It's Mz. Hyde",40,0.00116,0.536,3,0.966,0.00531,D,0.173,-2.037,minor,0.137,4,0.379,125.008,3,best rock,1
11,Steriogram,False,Walkie Talkie Man,Schmack!,51,0.000254,0.548,2,0.935,0.0,A,0.422,-2.112,major,0.0775,4,0.593,141.118,3,best rock,1
12,Weezer,False,Back To The Shack,Everything Will Be Alright In The End,47,0.00686,0.441,3,0.69,7.43e-05,C#,0.0375,-5.214,major,0.044,4,0.642,171.907,3,best rock,1
13,Queens of the Stone Age,False,I Sat By The Ocean,...Like Clockwork,0,0.00136,0.516,3,0.781,0.000735,G#,0.11,-4.004,minor,0.0364,4,0.897,116.793,3,best rock,1
14,Queens of the Stone Age,False,Go With The Flow,Songs For The Deaf,65,0.00944,0.246,3,0.991,0.0753,A,0.867,-3.903,major,0.087,4,0.415,159.39,3,best rock,1
15,Wolfmother,False,Joker And The Thief,Wolfmother,0,0.0452,0.264,4,0.78,0.0222,C,0.376,-2.741,major,0.0517,4,0.456,155.376,3,best rock,1
16,Wolfmother,False,City Lights,City Lights,0,0.000137,0.443,3,0.962,0.041,G,0.366,-2.924,major,0.103,4,0.606,163.965,3,best rock,1
17,Jimmy Eat World,False,The Middle,Bleed American (Deluxe Edition),1,0.0424,0.629,2,0.897,0.0,D,0.263,-3.401,major,0.0483,4,0.93,161.944,3,best rock,1
18,Jet,False,Are You Gonna Be My Girl,Get Born,74,0.00148,0.613,3,0.953,0.000582,D,0.152,-3.435,major,0.0855,4,0.537,105.046,3,best rock,1
19,Pearl Jam,False,Animal - Remastered,Vs.,53,7.74e-05,0.494,2,0.955,2.77e-06,G,0.051,-4.984,major,0.0626,4,0.487,106.087,3,best rock,1
20,Motörhead,False,Ace of Spades,Ace of Spades,0,0.00248,0.321,2,0.99,0.00631,F#,0.0924,-4.461,major,0.204,4,0.209,140.574,3,best rock,1
21,Creedence Clearwater Revival,False,Have You Ever Seen The Rain,Pendulum (40th Anniversary Edition),79,0.0664,0.741,2,0.697,2.28e-05,C,0.133,-7.028,major,0.0277,4,0.774,116.109,3,best rock,1
22,Rage Against The Machine,True,Killing In The Name,Rage Against The Machine,0,0.0185,0.457,5,0.779,2.04e-06,G,0.0247,-6.323,major,0.257,4,0.734,86.573,3,best rock,1
23,The Scene,False,Locked Open,Anthem Alive,1,0.000894,0.277,4,0.916,0.0177,C,0.0753,-4.849,major,0.0644,4,0.704,160.628,3,best rock,1
24,Hushpuppies,False,You're Gonna Say Yeah,The Trap,50,0.00392,0.401,3,0.93,0.0,D,0.0676,-2.645,major,0.12,4,0.603,166.306,3,best rock,1
25,AFI,False,The Days Of The Phoenix,The Art Of Drowning,0,0.00112,0.398,3,0.985,0.000582,B,0.179,-4.472,minor,0.0585,4,0.539,110.687,3,best rock,1
26,Rancid,False,Salvation,Let's Go,47,0.0039,0.47,2,0.895,5.45e-05,A,0.296,-8.083,major,0.0476,4,0.877,141.951,3,best rock,1
27,blink-182,False,All The Small Things,Enema Of The State,0,0.0122,0.439,2,0.891,0.0,C,0.547,-4.764,major,0.057,4,0.695,148.599,3,best rock,1
28,Stone Sour,False,Through Glass,Come What(ever) May [Special Edition],49,0.0417,0.545,4,0.753,0.0,D#,0.389,-4.618,minor,0.036,4,0.434,105.754,3,best rock,1
29,Electric Six,False,Naked Pictures (Of Your Mother),Fire,41,0.00599,0.566,2,0.916,0.0,A,0.303,-4.317,major,0.0319,4,0.963,127.149,3,best rock,1
30,Black Stone Cherry,False,Blind Man,Folklore and Superstition (Special Edition),33,0.000369,0.499,3,0.975,0.0,C#,0.0823,-3.722,minor,0.0804,4,0.33,117.102,3,best rock,1
31,Puddle Of Mudd,True,She Hates Me,Come Clean (Repackaged International Version),0,0.00643,0.585,3,0.757,0.0,E,0.741,-5.424,major,0.0302,4,0.619,109.781,3,best rock,1
32,Rancid,False,Time Bomb,...And Out Come The Wolves,63,0.138,0.646,2,0.962,0.0,A,0.471,-4.862,major,0.0536,4,0.961,164.79,3,best rock,1
33,Billy Talent,False,Devil on My Shoulder,Billy Talent III,55,0.00193,0.588,3,0.892,0.000991,D,0.32,-4.322,major,0.0337,4,0.565,95.905,3,best rock,1
34,Bad Religion,True,Fuck You,True North,50,0.00146,0.563,2,0.952,2.16e-06,E,0.348,-3.64,major,0.0962,4,0.744,124.455,3,best rock,1
35,Bad Religion,False,21st Century (Digital Boy),Against The Grain (Reissue),0,0.00046,0.474,2,0.971,0.0,F,0.284,-4.134,major,0.0595,4,0.743,132.21,3,best rock,1
36,Disturbed,False,Land of Confusion,Ten Thousand Fists,63,4.44e-05,0.553,4,0.991,0.0729,G#,0.179,-3.703,major,0.0925,4,0.324,114.919,3,best rock,1
37,Pennywise,False,Bro Hymn,Pennywise,0,0.0118,0.408,3,0.82,6.58e-06,C,0.689,-5.116,major,0.0423,4,0.382,98.288,3,best rock,1
38,Pennywise,True,Fuck Authority,Land Of The Free?,60,0.000887,0.45,3,0.937,0.00457,F,0.379,-2.819,minor,0.0504,4,0.791,101.922,3,best rock,1
39,The Vines,False,Get Free,Highly Evolved,64,0.000163,0.502,2,0.978,1.27e-06,G,0.287,-3.278,major,0.0649,4,0.603,138.811,3,best rock,1
40,NOFX,False,Don't Call Me White,Punk In Drublic,53,2.2e-05,0.329,2,0.919,9.7e-05,A,0.351,-8.215,major,0.0754,4,0.319,93.078,3,best rock,1
41,NOFX,True,Linoleum,The Greatest Songs Ever Written (By Us),0,1.68e-05,0.149,2,0.948,0.000263,E,0.316,-4.624,major,0.135,4,0.416,196.687,3,best rock,1
42,Lagwagon,False,May 16,Let's Talk About Feelings (Reissue),0,0.000409,0.337,2,0.985,0.00027,D,0.238,-4.675,major,0.0787,4,0.371,103.95,3,best rock,1
43,Godsmack,False,I Stand Alone,"Good Times, Bad Times - Ten Years of Godsmack",0,4.51e-05,0.211,4,0.921,0.0,C,0.1,-4.468,major,0.0729,4,0.351,171.9,3,best rock,1
44,Velvet Revolver,False,She Builds Quick Machines,Libertad,44,0.000193,0.334,4,0.883,0.242,C,0.313,-4.486,major,0.0403,4,0.673,148.814,3,best rock,1
45,Disturbed,True,Down with the Sickness,The Sickness (10th Anniversary Edition),64,0.000319,0.649,4,0.896,1.19e-05,A#,0.102,-2.704,minor,0.056,4,0.924,90.009,3,best rock,1
46,Serj Tankian,False,Lie Lie Lie,Elect The Dead (Standard Version),0,0.044,0.545,3,0.892,0.00807,F,0.131,-3.97,minor,0.0336,4,0.383,120.096,3,best rock,1
47,Me First and the Gimme Gimmes,False,Straight Up,Are We Not Men? We Are Diva!,49,0.000665,0.511,2,0.899,0.00012,B,0.0573,-5.723,minor,0.0686,4,0.562,101.928,3,best rock,1
48,Serj Tankian,True,Empty Walls,Elect The Dead (Standard Version),0,0.00161,0.464,3,0.963,0.0,C,0.196,-3.568,minor,0.0484,4,0.528,160.071,3,best rock,1
49,System Of A Down,False,Hypnotize,Hypnotize,66,0.0303,0.274,3,0.92,0.000412,F#,0.115,-4.096,major,0.0489,4,0.0397,154.016,3,best rock,1
50,Tenacious D,True,Master Exploder,The Pick Of Destiny,53,0.00962,0.311,2,0.934,0.00863,B,0.127,-3.942,minor,0.0737,4,0.574,74.47,3,best rock,1
51,System Of A Down,False,Toxicity,Toxicity,0,0.000254,0.407,3,0.876,0.00265,G#,0.215,-4.145,major,0.0529,3,0.521,116.335,3,best rock,1
52,System Of A Down,False,Lonely Day,Hypnotize,71,0.362,0.47,2,0.796,1.1e-06,G#,0.133,-3.277,minor,0.0336,3,0.215,113.108,3,best rock,1
53,System Of A Down,True,B.Y.O.B.,Mezmerize,75,0.00662,0.538,4,0.981,0.0,C#,0.219,-2.688,minor,0.14,4,0.711,101.414,3,best rock,1
54,System Of A Down,False,Chop Suey!,Toxicity,0,0.000353,0.42,3,0.929,0.000747,G,0.122,-3.899,minor,0.121,4,0.3,127.204,3,best rock,1
55,Slipknot,False,Duality,Vol. 3: The Subliminal Verses,77,0.000237,0.354,4,0.982,0.000294,E,0.204,-3.026,minor,0.168,4,0.194,143.772,3,best rock,1
56,Weezer,False,My Name Is Jonas,Weezer,61,0.00021,0.295,3,0.94,0.00106,B,0.276,-5.247,major,0.0449,3,0.58,186.186,3,best rock,1
57,Korn,True,A.D.I.D.A.S.,Life Is Peachy,62,0.00406,0.334,2,0.898,0.0202,B,0.162,-6.821,minor,0.196,4,0.226,110.364,3,best rock,1
58,Nirvana,False,Rape Me,In Utero - 20th Anniversary - Deluxe Edition,68,0.0141,0.42,2,0.746,0.0,G#,0.0661,-10.628,major,0.0467,4,0.229,111.886,3,best rock,1
59,Korn,True,Got the Life,Follow The Leader,0,1.26e-05,0.482,3,0.878,0.647,B,0.409,-6.154,minor,0.0549,4,0.538,123.543,3,best rock,1
60,Korn,True,Freak On a Leash,Follow The Leader,0,3.22e-05,0.339,4,0.891,0.115,D,0.388,-6.527,major,0.0522,4,0.542,102.925,3,best rock,1
61,Linkin Park,False,Papercut,Hybrid Theory (Bonus Edition),73,0.00022,0.524,3,0.939,0.0,A,0.623,-3.994,major,0.113,4,0.661,150.184,3,best rock,1
62,Linkin Park,False,One Step Closer,Hybrid Theory (Bonus Edition),75,0.0014,0.492,2,0.969,1.32e-06,A,0.0787,-4.419,major,0.0491,4,0.538,95.136,3,best rock,1
63,Linkin Park,True,Bleed It Out,Minutes to Midnight,73,0.114,0.529,2,0.967,0.0,C#,0.61,-3.647,minor,0.0508,4,0.596,140.127,3,best rock,1
64,JAY-Z,True,Numb / Encore,Collision Course (Deluxe Version),67,0.0601,0.685,3,0.803,0.0,D,0.546,-4.251,major,0.156,4,0.799,107.005,3,best rock,1
65,Linkin Park,False,In the End,Hybrid Theory (Bonus Edition),83,0.00958,0.556,3,0.864,0.0,D#,0.209,-5.87,minor,0.0584,4,0.4,105.143,3,best rock,1
66,Guns N' Roses,False,Live And Let Die,Use Your Illusion I,69,0.0109,0.262,3,0.777,0.113,B,0.12,-8.671,major,0.0632,4,0.264,152.5,3,best rock,1
67,Audioslave,False,Doesn't Remind Me,Out of Exile,63,0.169,0.457,4,0.768,0.0,A,0.103,-3.592,major,0.0378,4,0.232,99.739,3,best rock,1
68,Limp Bizkit,True,My Way,Greatest Hitz,0,0.0181,0.564,4,0.881,2.26e-06,F#,0.682,-4.05,major,0.0545,4,0.59,96.932,3,best rock,1
69,Limp Bizkit,True,Rollin' (Air Raid Vehicle),Greatest Hitz,0,0.00452,0.595,3,0.933,0.0,F#,0.222,-3.156,major,0.169,4,0.711,96.371,3,best rock,1
70,Limp Bizkit,False,Take A Look Around,Greatest Hitz,0,0.0124,0.494,5,0.887,0.265,B,0.112,-4.894,major,0.049,4,0.554,101.844,3,best rock,1
71,One Bad Son,False,Psycho Killer - Radio Edit,Psycho Killer (Radio Edit),42,9.75e-05,0.571,3,0.947,0.000571,C#,0.0919,-3.855,major,0.0549,4,0.766,121.944,3,best rock,1
72,Limp Bizkit,False,Behind Blue Eyes,Greatest Hitz,0,0.455,0.584,4,0.526,0.0,G,0.141,-6.028,major,0.0267,4,0.0788,120.345,3,best rock,1
73,Limp Bizkit,False,Break Stuff,Greatest Hitz,0,0.00384,0.427,2,0.917,0.000102,G#,0.0544,-5.427,major,0.161,4,0.574,109.853,3,best rock,1
74,P.O.D.,False,Boom - 2006 Remaster,Greatest Hits (The Atlantic Years),46,0.00156,0.563,3,0.924,1.15e-06,D,0.0468,-5.567,major,0.0734,4,0.539,90.928,3,best rock,1
75,P.O.D.,False,Alive - 2006 Remaster,Greatest Hits (The Atlantic Years),54,1.23e-05,0.409,3,0.952,0.000156,D,0.31,-3.761,minor,0.0756,4,0.55,80.899,3,best rock,1
76,P.O.D.,False,Youth of the Nation,Satellite (U.S. Version),69,0.00834,0.563,4,0.86,0.0106,G#,0.39,-7.533,major,0.0621,4,0.517,97.867,3,best rock,1
77,Bloodhound Gang,True,I Hope You Die,Hooray For Boobies,55,0.00124,0.544,3,0.888,0.0505,C#,0.244,-6.005,major,0.0386,4,0.973,159.995,3,best rock,1
78,Rage Against The Machine,False,Wake Up,Rage Against The Machine - XX (20th Anniversary Special Edition),64,0.00563,0.411,6,0.893,0.00967,G,0.149,-3.646,major,0.139,4,0.513,170.407,3,best rock,1
79,Papa Roach,False,Scars,To Be Loved: The Best Of Papa Roach (Explicit Version),0,0.0856,0.428,3,0.92,0.0,B,0.177,-3.852,major,0.054,4,0.453,89.895,3,best rock,1
80,The Offspring,False,(Can't Get My) Head Around You,Splinter,58,0.00807,0.539,2,0.814,1.36e-05,G,0.0916,-4.643,major,0.0771,4,0.646,143.28,3,best rock,1
81,Papa Roach,True,Last Resort,To Be Loved: The Best Of Papa Roach (Explicit Version),0,0.000624,0.56,3,0.892,0.000164,E,0.177,-3.365,minor,0.0644,4,0.67,90.615,3,best rock,1
82,Audioslave,False,Show Me How to Live,Audioslave,68,0.000336,0.433,4,0.854,0.000177,A,0.162,-3.868,major,0.0483,4,0.368,89.4,3,best rock,1
83,Rage Against The Machine,True,Killing In The Name,Rage Against The Machine - XX (20th Anniversary Special Edition),77,0.0266,0.466,5,0.833,0.0,G,0.0327,-4.215,major,0.304,4,0.661,88.785,3,best rock,1
84,Bad Religion,False,Punk Rock Song,The Gray Race,55,0.000215,0.318,2,0.984,0.000244,C#,0.386,-4.673,minor,0.0806,4,0.716,177.229,3,best rock,1
85,Nirvana,False,Heart-Shaped Box,In Utero - 20th Anniversary - Deluxe Edition,77,0.199,0.256,4,0.641,0.0329,C#,0.0853,-10.283,major,0.0552,4,0.382,203.006,3,best rock,1
86,Seether,True,Fake It,Finding Beauty In Negative Spaces (Bonus Track Version),73,0.00141,0.611,3,0.95,1.59e-06,G#,0.0543,-3.509,major,0.0518,4,0.607,132.078,3,best rock,1
87,The Black Keys,False,Howlin' For You,Brothers (Deluxe Edition),0,0.0299,0.708,3,0.737,0.0804,B,0.101,-6.665,minor,0.0943,4,0.476,132.612,3,best rock,1
88,Queens of the Stone Age,False,No One Knows,Songs For The Deaf,70,0.0368,0.509,4,0.584,9.96e-05,C,0.384,-4.907,major,0.057,4,0.685,170.411,3,best rock,1
89,Blur,False,Song 2 - 2012 Remaster,Blur (Special Edition),76,0.00178,0.674,2,0.789,0.00708,G#,0.0753,-6.903,major,0.0676,4,0.918,129.802,3,best rock,1
90,Chickenfoot,False,Oh Yeah,Chickenfoot,49,5.58e-05,0.459,4,0.8,0.000795,D,0.148,-4.151,major,0.0285,4,0.332,95.229,3,best rock,1
91,Jimmy Eat World,False,Bleed American,Bleed American,63,0.00842,0.438,3,0.938,1.08e-06,F#,0.806,-5.611,minor,0.094,4,0.584,160.212,3,best rock,1
92,H-Blockx,False,Countdown To Insanity,Open Letter To A Friend,54,0.00528,0.673,3,0.93,0.0,A#,0.338,-2.619,minor,0.0415,4,0.791,103.025,3,best rock,1
93,Soundgarden,False,Rusty Cage - Remastered,Badmotorfinger (25th Anniversary Remaster),61,1.65e-05,0.307,4,0.917,0.00044,A,0.0566,-7.599,major,0.0977,4,0.266,101.879,3,best rock,1
94,Bloodhound Gang,True,Along Comes Mary,Hooray For Boobies,57,0.00107,0.635,3,0.758,0.575,C,0.239,-7.173,minor,0.095,4,0.733,155.043,3,best rock,1
95,Tenacious D,True,Tribute,Tenacious D,65,0.181,0.365,4,0.767,0.000856,A,0.0942,-6.185,minor,0.0681,4,0.422,94.174,3,best rock,1
96,Muse,False,Knights of Cydonia,Black Holes and Revelations,67,0.000273,0.366,6,0.963,0.0122,B,0.115,-5.301,minor,0.142,4,0.211,137.114,3,best rock,1
97,Puddle Of Mudd,False,Gimme Shelter,Re (Disc) Overed,45,0.00482,0.502,5,0.898,0.0219,C#,0.146,-4.086,minor,0.0431,4,0.456,120.015,3,best rock,1
98,Green Day,True,American Idiot,American Idiot,77,2.64e-05,0.38,2,0.988,7.86e-05,C#,0.368,-2.042,major,0.0639,4,0.769,186.113,3,best rock,1
99,Weezer,False,Say It Ain't So,Weezer,0,0.00737,0.634,4,0.551,1.82e-05,D#,0.07,-7.136,major,0.0352,4,0.453,151.779,3,best rock,1
